71094.png, 30.79375648498535, 21.663864135742188
91724.png, 28.629976272583008, 24.160552978515625
64280.png, 31.210693359375, 26.553070068359375
67082.png, 29.170757293701172, 26.13100814819336
46380.png, 33.63357925415039, 26.072202682495117
97832.png, 31.543964385986328, 24.63454246520996
95034.png, 34.5521354675293, 35.50047302246094
26598.png, 38.58613204956055, 28.998493194580078
57349.png, 32.70849609375, 22.93798065185547
46127.png, 30.31863784790039, 24.6643009185791
01634.png, 19.27707862854004, 38.17097091674805
08361.png, 18.696073532104492, 37.98942947387695
14289.png, 31.287935256958008, 29.757295608520508
76492.png, 36.245723724365234, 35.146724700927734
19370.png, 31.57368278503418, 24.178998947143555
13465.png, 36.455780029296875, 26.126663208007812
17860.png, 26.004871368408203, 25.167940139770508
06945.png, 40.57938003540039, 24.053863525390625
97045.png, 37.79366683959961, 24.351051330566406
57198.png, 30.59069061279297, 30.401857376098633
73508.png, 37.63726806640625, 22.543468475341797
87406.png, 38.16704559326172, 21.19249153137207
67214.png, 30.957731246948242, 24.644607543945312
52970.png, 20.395435333251953, 24.927616119384766
76809.png, 37.80193328857422, 28.131582260131836
94581.png, 34.957149505615234, 27.91552734375
70981.png, 25.292648315429688, 23.195762634277344
64301.png, 27.322521209716797, 36.176212310791016
92408.png, 34.20881652832031, 21.992475509643555
71069.png, 25.188310623168945, 25.013296127319336
20891.png, 29.29600715637207, 26.738983154296875
93102.png, 30.172122955322266, 24.2529354095459
61459.png, 26.434072494506836, 26.49089813232422
92013.png, 25.947481155395508, 27.958436965942383
83754.png, 33.308074951171875, 21.28264045715332
89241.png, 28.51126480102539, 29.63935661315918
93068.png, 33.73584747314453, 25.26776123046875
17062.png, 22.047149658203125, 28.87424659729004
28945.png, 22.751554489135742, 19.34636688232422
91654.png, 33.8279914855957, 28.855546951293945
56497.png, 30.40491485595703, 27.98041343688965
19487.png, 29.747766494750977, 23.681943893432617
49213.png, 24.787948608398438, 21.82589340209961
03659.png, 27.604888916015625, 22.372461318969727
76923.png, 18.16776466369629, 24.166555404663086
90847.png, 35.01552963256836, 23.915782928466797
81394.png, 34.6180305480957, 30.511564254760742
03751.png, 26.170026779174805, 33.15028381347656
27436.png, 29.892799377441406, 25.125167846679688
49608.png, 29.709484100341797, 26.08083152770996
42851.png, 32.029727935791016, 19.55391502380371
26940.png, 27.558195114135742, 28.486122131347656
65130.png, 21.676673889160156, 23.30845832824707
65307.png, 27.197866439819336, 25.348155975341797
67014.png, 27.333887100219727, 25.596986770629883
17459.png, 32.1259651184082, 22.877782821655273
15839.png, 35.45872116088867, 29.76072120666504
04321.png, 32.84901809692383, 21.273447036743164
56123.png, 38.168540954589844, 20.743253707885742
39560.png, 37.613563537597656, 20.809972763061523
37692.png, 34.208621978759766, 28.174894332885742
89162.png, 32.41892623901367, 23.580944061279297
89324.png, 28.18705940246582, 24.123342514038086
32147.png, 36.06302261352539, 23.26386833190918
16085.png, 34.06411361694336, 23.192916870117188
54976.png, 36.7767448425293, 22.535377502441406
94681.png, 27.449586868286133, 26.55616569519043
37294.png, 27.868045806884766, 21.899248123168945
82057.png, 32.33095932006836, 26.275102615356445
37802.png, 32.22826385498047, 25.34815216064453
38410.png, 31.996196746826172, 23.759389877319336
90173.png, 22.89203453063965, 24.70783233642578
48570.png, 38.81159591674805, 21.26374626159668
75832.png, 33.308189392089844, 22.203550338745117
63124.png, 32.23130798339844, 23.873594284057617
27895.png, 22.86265754699707, 29.211124420166016
75493.png, 32.703125, 28.255373001098633
35498.png, 34.04679870605469, 23.80478286743164
72819.png, 30.470739364624023, 29.01408576965332
54219.png, 31.050174713134766, 27.064865112304688
84703.png, 19.28327751159668, 24.897214889526367
29706.png, 20.750591278076172, 28.750886917114258
36109.png, 38.741241455078125, 27.761587142944336
76035.png, 32.68692398071289, 31.215362548828125
38490.png, 33.721900939941406, 20.584495544433594
07351.png, 32.4000244140625, 33.929473876953125
84091.png, 26.58884048461914, 32.6131591796875
95067.png, 28.380247116088867, 26.980327606201172
68450.png, 29.08747100830078, 27.501766204833984
78560.png, 21.441020965576172, 27.314727783203125
30489.png, 23.124187469482422, 30.861818313598633
78402.png, 29.60671043395996, 19.7979793548584
38047.png, 31.37566375732422, 25.67340087890625
81946.png, 31.065317153930664, 24.536500930786133
94357.png, 32.01994705200195, 26.321170806884766
98751.png, 29.894193649291992, 29.49193572998047
79825.png, 35.503936767578125, 23.913373947143555
47320.png, 32.339107513427734, 21.576812744140625
46293.png, 24.652193069458008, 24.871049880981445
60973.png, 38.62991714477539, 26.904159545898438
23841.png, 32.4379997253418, 25.254823684692383
68927.png, 30.2960147857666, 28.075326919555664
08539.png, 27.72478675842285, 23.943668365478516
42986.png, 27.848731994628906, 24.040847778320312
48930.png, 32.75087356567383, 22.574644088745117
46827.png, 32.34284591674805, 20.439573287963867
58419.png, 32.25790786743164, 24.59927749633789
